"Phi [deg]","dB(RealizedGainPhi) [] - Freq='3.607GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='4.682GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='5.5GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='6.5GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='7.644GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='8.925GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='9.531GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='10.5GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='11.824GHz' Theta='0deg'","dB(RealizedGainPhi) [] - Freq='13GHz' Theta='0deg'"
291,-7.83914946489189,-7.42110751291891,-7.62269094271485,-7.16657127086625,-6.37957392052453,-7.82045411564783,-7.49428319306763,-11.8787706612464,-5.89166637163113,-5.40935128123194
292,-7.45412876778632,-7.03644986789372,-7.21978506896252,-6.77627702880431,-5.9955061861322,-7.39986988349214,-7.08987626579729,-11.4971573340455,-5.51455890136514,-5.04296409423507
293,-7.08798914673003,-6.67063050204769,-6.83726937799407,-6.40530220618676,-5.630230911935,-7.0009983412409,-6.70593128290438,-11.1286592595992,-5.15568201736467,-4.69328219065494
294,-6.73920253535755,-6.3221280740241,-6.47342373132858,-6.05206366211291,-5.28223216698288,-6.62197277204936,-6.34072534284337,-10.7730662773777,-4.81358861035106,-4.35911160066368
295,-6.40642856032947,-5.98960764839708,-6.12674687336908,-5.71517478035509,-4.95017961263632,-6.26116529246436,-5.99275382566951,-10.4300644433359,-4.48700640099623,-4.03938396573367
296,-6.08848509466659,-5.67189153550176,-5.79592089685292,-5.39341431952445,-4.63289948933554,-5.91714822566193,-5.6606951807193,-10.0992735990337,-4.17481095212716,-3.73314044613496
297,-5.78432437280642,-5.36793562099405,-5.47978264228526,-5.08570120442788,-4.32935106249833,-5.58866291424175,-5.34338252939333,-9.78027439872899,-3.8760036994323,-3.43951795892894
298,-5.49301345268017,-5.07680999044003,-5.17730046884533,-4.79107394880932,-4.03860734,-5.27459433288347,-5.03978056237993,-9.47262757950277,-3.58969392100899,-3.15773739363106
299,-5.21371810878492,-4.79768294686121,-4.88755523015791,-4.50867372464355,-3.75983916447487,-4.9739502637897,-4.74896659159093,-9.17588755015245,-3.31508382771717,-2.88709350172526
300,-4.94568945781206,-4.52980773266685,-4.60972457359195,-4.23773032912826,-3.4923019958564,-4.68584409246846,-4.47011489292144,-8.88961183462944,-3.05145614789828,-2.62694620178195
301,-4.68825277884528,-4.27251142506209,-4.34306988998853,-3.97755047401213,-3.23532485626349,-4.4094804992078,-4.20248367816506,-8.61336750104039,-2.79816372198441,-2.37671308232026
302,-4.44079810980332,-4.02518559174056,-4.08692539456836,-3.72750795092305,-2.98830102634868,-4.1441434841752,-3.94540418437147,-8.34673540675026,-2.55462072887303,-2.13586291939488
303,-4.20277229198064,-3.78727838248199,-3.84068893469959,-3.48703532334342,-2.75068017050639,-3.88918628656435,-3.69827148132243,-8.0893128683836,-2.32029524642169,-1.90391005545477
304,-3.97367220316303,-3.55828779992561,-3.60381420695776,-3.25561686950372,-2.52196163559305,-3.64402285131648,-3.46053668287653,-7.8407152024546,-2.09470290989729,-1.68040951086987
305,-3.7530389724932,-3.33775594478657,-3.37580413202083,-3.03278255687471,-2.3016887195072,-3.40812056830773,-3.23170031293121,-7.60057646266001,-1.87740147959788,-1.4649527202845
306,-3.54045301107346,-3.12526407108412,-3.15620518677962,-2.81810287253337,-2.08944374605009,-3.18099406403141,-3.01130662684251,-7.36854961206902,-1.66798616568509,-1.25716380324905
307,-3.3355297241538,-2.92042831843571,-2.94460253246541,-2.61118436764229,-1.88484381379706,-2.96219986872766,-2.79893872806505,-7.14430630404501,-1.46608558710133,-1.05669629296581
308,-3.13791579581226,-2.7228960132506,-2.7406158084069,-2.41166580094592,-1.68753711135307,-2.75133181556833,-2.59421435024704,-6.92753639847951,-1.27135826419287,-0.863230258946436
309,-2.94728595688295,-2.53234245029625,-2.54389548528856,-2.219214787269,-1.49719971089938,-2.54801705507391,-2.39678219904808,-6.7179473052282,-1.08348956272818,-0.676469769333518
310,-2.76334016271265,-2.34846808177859,-2.3541196910172,-2.03352487378415,-1.313532767523,-2.35191258904995,-2.20631876702837,-6.51526322115896,-0.902189021445142,-0.496140646934089
311,-2.58580112002526,-2.17099605365532,-2.17099143765576,-1.85431298025896,-1.13626006433271,-2.16270224520753,-2.02252555020705,-6.31922430850286,-0.727188006879815,-0.321988479937844
312,-2.41441211242167,-1.99967003905763,-1.99423619021123,-1.6813171503271,-0.965125853469609,-1.98009402720415,-1.84512660714669,-6.12958584844872,-0.558237648628797,-0.153776854085015
313,-2.24893508236118,-1.83425232694333,-1.82359972802332,-1.51429456960912,-0.799892951325965,-1.80381778581585,-1.67386641133489,-5.94611739382796,-0.395107015844179,0.0087142220946758
314,-2.08914893425878,-1.67452213083682,-1.65884625759027,-1.35301981366471,-0.640341052985263,-1.63362316587358,-1.50850795569479,-5.7686019373386,-0.237581502013037,0.1656897232693
315,-1.93484802889916,-1.52027408803519,-1.49975674227472,-1.19728329461895,-0.486265236392937,-1.46927779088613,-1.34883107464407,-5.59683510634658,-0.085461390211995,0.317340865377033
316,-1.78584084395664,-1.37131692421347,-1.34612741975482,-1.04688988013017,-0.337474631299359,-1.31056565325734,-1.19463095453347,-5.43062439136236,0.0614394247293337,0.463846233737434
317,-1.64194877920797,-1.2274722621334,-1.19776848255717,-0.901657662355783,-0.19379123176981,-1.15728568294172,-1.04571680776136,-5.26978841243432,0.203294577203233,0.605372796695956
318,-1.50300508818366,-1.08857355629656,-1.0545029007126,-0.761416857886478,-0.0550488341785228,-1.00925047147266,-0.901910689562515,-5.11415622564797,0.340266252052702,0.742076818207012
319,-1.36885392064016,-0.954465138003245,-0.916165368657755,-0.626008822382743,0.0789079147882397,-0.866285131699614,-0.763046439551105,-4.96356667045871,0.472506100718076,0.874104680982819
320,-1.23934946244673,-0.825001357475185,-0.782601361080922,-0.495285165962878,0.208224373407774,-0.728226276413815,-0.628968732674097,-4.8178677575634,0.600156064906263,1.00159363031729
321,-1.11435516134093,-0.700045811549703,-0.653666284570121,-0.369106957337326,0.333036674921807,-0.594921101424874,-0.49953222639311,-4.6769160963146,0.723349118652366,1.12467244739573
322,-0.993743028578388,-0.579470647015579,-0.529224713740718,-0.24734400632673,0.453472422153613,-0.466226560657598,-0.374600792734034,-4.54057636021679,0.842209938175423,1.24346205978674
323,-0.877393007834758,-0.4631559309854,-0.409149702056652,-0.129874215791744,0.569651315313231,-0.342008622532894,-0.254046825383442,-4.40872078875227,0.956855507684051,1.35807609585451
324,-0.765192403850355,-0.350989080826172,-0.293322158862745,-0.0165829951844379,0.681685720440617,-0.222141598333263,-0.137750613316835,-4.28122872361757,1.06739566822678,1.468621389004
325,-0.657035364275036,-0.242864347131689,-0.181630285254986,0.0926372710612155,0.789681184978863,-0.106507534475318,-0.0255997735558354,-4.15798617737507,1.17393361577506,1.57519843695717
326,-0.552822408997984,-0.138682344043431,-0.0739690623621728,0.197887706220669,0.893736906149646,0.00500433834609971,0.0825112633994463,-4.03888543251218,1.27656635395005,1.67790182064063
327,-0.452460001957657,-0.038349621933787,0.0297602135767838,0.299263380233574,0.993946157098989,0.112498105285385,0.18668172110327,-3.92382466893225,1.37538510613662,1.77682058672798
328,-0.355860161038516,0.0582217219259511,0.129650354259385,0.396853709467727,1.09039667517519,0.216071622122957,0.287004902604403,-3.81270761796445,1.47047569115208,1.87203859741324
329,-0.262940102189534,0.151114398564412,0.225788664809488,0.490742821288966,1.18317101617687,0.315816929409848,0.38356857813335,-3.70544324106153,1.56191886613946,1.96363485058441
330,-0.173621914356435,0.240406251772348,0.318257295512286,0.581009886959282,1.27234687795578,0.411820630129811,0.476455338856893,-3.60194543144901,1.64979063992427,2.05168377321023
331,-0.0878322622166684,0.326170554829431,0.407133563147209,0.667729425973425,1.35799739636539,0.504164234536373,0.565742920069417,-3.50213273708976,1.73416255969829,2.13625549044156
332,-0.00550211405150997,0.408476282152796,0.492490244881932,0.750971584586028,1.44019141620316,0.592924475394833,0.651504496799373,-3.40592810343131,1.81510197356787,2.21741607265503
333,0.0734335076090589,0.487388358224437,0.574395847351546,0.830802390969193,1.51899373949582,0.678173596487798,0.733808954468585,-3.31325863450565,1.89267227121875,2.2952277624264
334,0.149035754669262,0.562967885891809,0.652914853250731,0.907283989167197,1.59446535321495,0.759979616918494,0.812721136944615,-3.22405537105174,1.96693310469985,2.36974918320838
335,0.221362163347927,0.635272355905869,0.728107947507901,0.980474853776089,1.6666636382811,0.838406573462958,0.888302074066348,-3.13825308442748,2.03794059110936,2.44103553130117
336,0.290466846922896,0.704355839358454,0.800032224882973,1.05042998706571,1.73564256151268,0.913514742973781,0.960609190494636,-3.05579008517012,2.10574749877383,2.50913875253778
337,0.356400672827203,0.770269164502633,0.868741380630881,1.11720110007695,1.80145285199875,0.985360846620261,1.02969649753928,-2.97660804515096,2.17040341834092,2.57410770495951
338,0.419211425426803,0.833060079282326,0.934285885696888,1.18083677906375,1.86414216321756,1.05399823755761,1.09561476943678,-2.90065183235209,2.23195492005645,2.63598830862667
339,0.47894395567006,0.892773400758262,0.996713147754514,1.24138263850533,1.92375522208418,1.11947707344885,1.1584117053973,-2.82786935736971,2.29044569836353,2.69482368359312
340,0.535640318675255,0.94945115249386,1.05606765925932,1.29888146178612,1.98033396598758,1.18184447511309,1.21813207860096,-2.75821143081945,2.34591670484322,2.75065427697004
341,0.589339900212276,1.00313269085483,1.11239113356984,1.35337333052748,2.03391766876769,1.24114467244139,1.27481787320108,-2.69163163088582,2.39840627041174,2.80351797991143
342,0.640079532936623,1.05385482107857,1.16572263007859,1.40489574345396,2.08454305648611,1.29741913860355,1.32850841028307,-2.62808618031908,2.44795021759497,2.85345023527128
343,0.687893603146201,1.10165190388195,1.2160986691993,1.45348372558702,2.13224441375647,1.35070671346415,1.37924046363035,-2.56753383224011,2.49458196361784,2.90048413660744
344,0.732814148752998,1.1465559532981,1.2635533379703,1.49916992847791,2.17705368132297,1.40104371703305,1.42704836606219,-2.50993576416596,2.53833261497102,2.94465051914091
345,0.774870949091431,1.18859672636239,1.3081183869567,1.54198472211952,2.21900054550534,1.44846405369135,1.47196410703041,-2.45525547971795,2.57923105404984,2.98597804321823
346,0.814091607121771,1.22780180520497,1.34982331906452,1.58195627911168,2.25811252006575,1.49299930785927,1.51401742209235,-2.40345871751869,2.61730401839997,3.02449327077071
347,0.850501624529973,1.26419667204997,1.38869547081764,1.61911065159569,2.29441502099628,1.53467883170493,1.55323587481475,-2.35451336682615,2.65257617304936,3.06022073521415
348,0.884124470173602,1.29780477757008,1.42476008659183,1.65347184142097,2.32793143467413,1.57352982543215,1.58964493160626,-2.30838938949116,2.68507017635641,3.09318300518844
349,0.914981642276532,1.32864760299841,1.45804038624944,1.68506186395851,2.35868317978515,1.60957741063092,1.62326802992565,-2.26505874786017,2.71480673975916,3.12340074249467
350,0.943092724732487,1.35674471635687,1.48855762657158,1.71390080593208,2.38668976337377,1.64284469712402,1.65412664026544,-2.22449533827786,2.74180468176913,3.15089275455059
351,0.968475437838404,1.38211382312138,1.51633115684277,1.74000687759813,2.41196883133843,1.67335284369881,1.68224032226911,-2.1866749298747,2.76608097651583,3.17567604165044
352,0.991145683742653,1.40477081160841,1.5413784689043,1.76339645956869,2.43453621365604,1.70112111307127,1.70762677530058,-2.1515751083526,2.78765079711315,3.19776583928348
353,1.01111758686031,1.42472979333445,1.56371524195688,1.7840841445379,2.4544059645861,1.72616692139242,1.73030188374959,-2.11917522450794,2.80652755408705,3.21717565573643
354,1.0284035294769,1.44200313856944,1.58335538236089,1.80208277414142,2.47159039807452,1.74850588257201,1.75027975732336,-2.08945634725585,2.82272292907413,3.23391730517743
355,1.04301418273372,1.45660150727672,1.60031105865187,1.81740347114931,2.48610011854904,1.76815184766303,1.76757276654506,-2.06240122094194,2.83624690397298,3.24800093639398
356,1.05495853316093,1.46853387560564,1.61459273196076,1.83005566716534,2.49794404727133,1.78511693952034,1.78219157365074,-2.03799422674945,2.84710778570431,3.25943505733294
357,1.06424390489985,1.4778075580775,1.62620918200213,1.84004712598074,2.50712944438594,1.79941158291971,1.79414515905029,-2.01622134802908,2.85531222671123,3.26822655556845
358,1.07087597773173,1.4844282255823,1.63516752876846,1.84738396270589,2.51366192678268,1.81104453029707,1.80344084349299,-1.99707013939816,2.86086524130761,3.27438071480178
359,1.0748588010078,1.4883999192805,1.64147325004503,1.85207065878056,2.51754548186593,1.82002288324403,1.81008430605432,-1.98052969947301,2.86377021796033,3.2779012274765
360,1.0761948035533,1.48972506048252,1.64513019483736,1.85411007294132,2.51878247730297,1.82635210987188,1.81407959803833,-1.96659064711535,2.86402892756942,3.27879020357264
