"Theta [deg]","dB(RealizedGainPhi) [] - Freq='3.607GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='4.682GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='5.5GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='6.5GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='7.644GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='8.925GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='9.531GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='10.5GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='11.824GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='13GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='13.93GHz' Phi='0deg'","dB(RealizedGainPhi) [] - Freq='14.5GHz' Phi='0deg'"
115,0.94779845880631,1.27237801996053,1.25321497324003,1.24479504121572,1.99235507336316,1.11958780666086,0.991303292664887,-3.56032107906426,-1.52506504481407,-4.83462844119134,-12.4548204925463,-17.6881920590759
116,0.951250415996091,1.27939996364908,1.26621220027372,1.26804219164754,2.02166517643314,1.16465213320551,1.02317028010931,-3.53813577351063,-1.4335663490705,-4.73584825915156,-12.3269935085613,-17.823339674799
117,0.954778675014285,1.28657780166551,1.27941752945788,1.29185951600844,2.05150413978733,1.21105150686001,1.05758544030907,-3.51464330647723,-1.33837103020624,-4.62984447274919,-12.1562563502338,-17.8565527616086
118,0.958379034109531,1.29390643893052,1.29281530711926,1.31621853581754,2.08188009801664,1.25866900346366,1.09460285455213,-3.48958907796783,-1.24003700172419,-4.5157275411121,-11.945375545399,-17.7780826022213
119,0.962047185766077,1.30138076033892,1.30639037645445,1.34108749555285,2.11280258376856,1.30737245633165,1.13423792923861,-3.46268791520762,-1.1391621423899,-4.39265435357526,-11.6975649142182,-17.5879739963464
120,0.965778722895043,1.30899561097972,1.32012814029388,1.36643132367338,2.14428164289319,1.35701786577192,1.17646575399907,-3.43363018067054,-1.03635420942205,-4.25990507294272,-11.4161362994403,-17.2956359778309
121,0.969569145346763,1.31674577138073,1.33401461241465,1.39221165260983,2.17632683663285,1.4074534290498,1.22122109317377,-3.40209051697335,-0.932198972932384,-4.11695892631105,-11.1042784826079,-16.9170555538243
122,0.973413866739098,1.32462592804643,1.34803645600361,1.41838690338773,2.20894615594716,1.45852406122949,1.26840015449108,-3.36773902577975,-0.827228762894738,-3.96356009207001,-10.7649770219637,-16.4710086787335
123,0.977308221593813,1.33263063968102,1.3621810080513,1.44491243916905,2.24214487933722,1.51007624395355,1.31786417584542,-3.33025443493266,-0.721893659412216,-3.79976524914559,-10.4010524387689,-15.975745280089
124,0.981247472770471,1.34075429961261,1.37643628868214,1.47174079034646,2.27592441120931,1.56196301154299,1.36944475558476,-3.28933856355768,-0.616537437915504,-3.62596628125387,-10.0152724480556,-15.4469439619916
125,0.98522681918427,1.34899109505587,1.39079099469323,1.49882195193551,2.3102811425165,1.61404886351098,1.42295073255684,-3.24473117889595,-0.511380123821844,-3.44288480298095,-9.61048712283932,-14.8969613756105
126,0.989241403791421,1.35733496396673,1.40523447688032,1.52610375193253,2.34520537874632,1.66621438110308,1.47817630897266,-3.19622418432114,-0.406508639027672,-3.25153897668497,-9.18974171869522,-14.3349870085848
127,0.993286321822408,1.36577955034942,1.41975670106757,1.55353228709845,2.3806803819151,1.71836032391057,1.53491001123847,-3.14367401625559,-0.301876554779072,-3.05318671915657,-8.75633621210384,-13.767655646927
128,0.997356629240554,1.37431815897091,1.43434819312319,1.58105242036028,2.41668157276649,1.770410991726,1.59294400927884,-3.08701118059962,-0.19731341591966,-2.84925212689504,-8.31381849201195,-13.1997833244968
129,1.00144735140015,1.38294371051633,1.44899996862475,1.60860833176716,2.4531759366216,1.82231665704124,1.6520832694646,-3.02624603412214,-0.0925434813805153,-2.64124334455797,-7.8659148506618,-12.6350324628384
130,1.00555349187531,1.39164869827823,1.46370344822833,1.63614411277606,2.49012167117422,1.87405490495191,1.71215400357331,-2.96147020184192,0.012786950277823,-2.43067011740066,-7.41641342247024,-12.0764185288432
131,1.00967004142786,1.40042514751023,1.47845036018396,1.66360439165598,2.52746810699524,1.92563075929575,1.77301089729597,-2.89285338811639,0.119075166902487,-2.21896819335707,-6.96902196463441,-11.5266371242083
132,1.01379198707959,1.40926457858805,1.49323263181327,1.69093497606742,2.56515592179478,1.97707552562575,1.83454265551316,-2.82063574312392,0.226722845984648,-2.00743603525132,-6.52722134526604,-10.988227479715
133,1.01791432125157,1.41815797510722,1.50804227211475,1.71808349747375,2.60311765794172,2.02844434146244,1.89667548498453,-2.74511633741296,0.336094864879952,-1.79718742268797,-6.09413217287715,-10.4636066406808
134,1.02203205093091,1.4270957580049,1.52287124797327,1.74500004104151,2.64127853987065,2.0798124897994,1.95937424396861,-2.66663862780162,0.447479380313295,-1.5891217842751,-5.67240642762936,-9.95501522171134
135,1.02614020682268,1.4360677667228,1.53771135671392,1.77163774414701,2.67955757445374,2.13127059988382,2.02264111733949,-2.58557403203317,0.561052608068287,-1.38391264002935,-5.26415056856414,-9.46441467419505
136,1.03023385244342,1.44506324832929,1.55255409794387,1.79795334657495,2.71786890391144,2.1829189259578,2.08651181884086,-2.50230484775455,0.676851561590102,-1.18201333579201,-4.87088239991899,-8.99337043818676
137,1.03430809311069,1.45407085539251,1.56739054776067,1.82390767600209,2.75612336814998,2.2348609554486,2.15104947217696,-2.41720775194217,0.794757457892761,-0.983678224449175,-4.49352120790454,-8.54294748442758
138,1.03835808478185,1.46307865324415,1.58221123846276,1.84946605342263,2.79423022229709,2.28719664829012,2.21633647167247,-2.33063901323329,0.914491592525326,-0.788996507689133,-4.13240904005101,-8.11363645960814
139,1.04237904269512,1.47207413709902,1.59700604687251,1.87459860478544,2.83209894633827,2.34001564405043,2.28246476222966,-2.24292236470994,1.03562431104241,-0.597935081541535,-3.7873600065178,-7.70532115615318
140,1.04636624976486,1.48104425930074,1.61176409426832,1.89928046725647,2.86964107768576,2.39339078940985,2.34952509745832,-2.15434024492296,1.15759640789307,-0.410386007835594,-3.45773368979656,-7.31729185926547
141,1.05031506468406,1.48997546675484,1.62647366072149,1.92349188114503,2.90677199462857,2.4473723325676,2.41759592406565,-2.06512884501974,1.27975104044553,-0.226213815591089,-3.14252788161952,-6.94830422653515
142,1.05422092968721,1.49885374839012,1.64112211634542,1.94721816157697,2.94341257910997,2.50198310231145,2.48673259042355,-1.97547711977315,1.40137322529026,-0.0452978927377038,-2.84048486442132,-6.59667936646452
143,1.05807937792841,1.50766469226436,1.65569587159502,1.9704495473742,2.97949069115651,2.55721493870404,2.5569575801159,-1.88552964500791,1.52173331412794,0.132434126352911,-2.55020445241865,-6.2604373184575
144,1.06188604043126,1.51639355170611,1.67018034831165,1.99318092820627,3.01494239434529,2.6130265726064,2.62825242289723,-1.79539294470548,1.64013059162214,0.306984846743835,-2.27025626089044,-5.93745302167846
145,1.06563665256965,1.52502531966607,1.68455997270356,2.01541145479503,3.04971288157761,2.66934306740143,2.70055183603318,-1.70514467816802,1.75593329297374,0.478278694322422,-1.99928346560379,-5.62562123679485
146,1.06932706004165,1.53354481024617,1.69881819089848,2.03714404064852,3.08375706262479,2.7260568445045,2.77374050384548,-1.6148448824113,1.86861184343154,0.646166027163912,-1.73609085811696,-5.32301519052374
147,1.07295322430226,1.54193674618672,1.71293750712014,2.0583847673364,3.11703978881946,2.78303022148556,2.84765272309909,-1.52454832091232,1.97776288026902,0.81043761248177,-1.47971135704081,-5.02802352246242
148,1.07651122742507,1.55018585092776,1.72689954394176,2.07914220855832,3.14953570521844,2.84009930478783,2.92207494167809,-1.43431691160476,2.08312252506683,0.970846177077902,-1.22944718216777,-4.73945189124518
149,1.07999727636744,1.55827694372461,1.74068512347743,2.09942669106569,3.18122873587232,2.89707900429239,2.99675101553625,-1.34423120765954,2.18456833467666,1.12713124024272,-0.984884371316107,-4.45657944555167
150,1.08340770661929,1.56619503619376,1.75427436780628,2.1192495127549,3.21211122282644,2.95376887922054,3.07138982239448,-1.25439999173743,2.28211029576382,1.27904356887559,-0.745881876697189,-4.17916587617698
151,1.08673898522098,1.57392542859719,1.7676468164038,2.13862213985514,3.24218275351191,3.00995948729767,3.14567471642941,-1.16496721649723,2.37587208205119,1.42636622142977,-0.512538784058722,-3.90741104967952
152,1.08998771314197,1.58145380414281,1.78078155789897,2.15755540600864,3.27144872369081,3.06543889314275,3.21927419868835,-1.07611576815115,2.46606452061811,1.56893006161999,-0.285144989806593,-3.64187513457892
153,1.09315062701852,1.58876631958859,1.79365737309982,2.17605873614007,3.29991869360441,3.11999899722522,3.29185312035973,-0.9880678214796,2.5529537759705,1.70662261210211,-0.0641217837450329,-3.3833715896996
154,1.09622460025476,1.59584969048685,1.80625288594912,2.1941394173219,3.32760460303604,3.17344137173103,3.36308373182354,-0.901081861434053,2.63682712285435,1.83939002077805,0.15004084858613,-3.13284768389285
155,1.09920664349913,1.60269126949424,1.81854671889364,2.2118019373864,3.35451891634298,3.2255823315005,3.43265593585222,-0.815446732844479,2.71795930912453,1.9672326411662,0.356843751561724,-2.89126717757272
156,1.10209390451418,1.60927911629898,1.83051764908376,2.22904740987193,3.38067277094382,3.27625702330755,3.50028619055164,-0.731473313741783,2.79658238600842,2.09019526462726,0.555829501210619,-2.65950773770695
157,1.10488366746535,1.6156020578787,1.84214476186447,2.24587310111108,3.40607420219363,3.32532238121392,3.56572462611443,-0.649484566259999,2.87286150103916,2.20835340827747,0.746620722303468,-2.43828222285085
158,1.10757335166067,1.62164973799467,1.8534075981732,2.26227207199021,3.43072651408071,3.37265886548768,3.62876007759506,-0.569804791232129,2.94687853243575,2.32179728920015,0.928943647154051,-2.22808891042693
159,1.11016050978,1.6274126550485,1.86428629271768,2.27823294327372,3.45462685889785,3.41817097361092,3.68922288231295,-0.492748900663549,3.0186246483119,2.43061521979578,1.10263660377318,-2.02919171161834
160,1.11264282563861,1.63288218766935,1.87476170015687,2.29373978954461,3.47776508025856,3.46178658039285,3.74698543489569,-0.418612439376408,3.08800198425158,2.53487813618621,1.267644833749,-1.84162791858334
161,1.1150181115357,1.63805060765826,1.88481550693783,2.30877216292342,3.50012286293547,3.50345522660921,3.80196062679733,-0.347662953323667,3.15483375087652,2.63462680468195,1.42400440992042,-1.66523834930406
162,1.11728430524377,1.64291108018507,1.89443032693295,2.32330524394324,3.52167322048428,3.54314552873347,3.85409841359307,-0.280133139780785,3.21888131251599,2.72986292990008,1.57181891054213,-1.4997130339804
163,1.11943946669899,1.64745765140677,1.90358977955918,2.33731011341961,3.5423803380499,3.58084192351105,3.90338084743252,-0.216216044538325,3.27986620524651,2.82054492596468,1.71123284284991,-1.34464484922293
164,1.12148177445715,1.65168522394674,1.91227854962184,2.3507541359821,3.56219977374942,3.61654098824934,3.94981598025955,-0.156062409612707,3.33749474179678,2.9065885560885,1.84240560659975,-1.19958370086879
165,1.12340952198223,1.65558952093684,1.92048242869353,2.36360144322448,3.58107900822307,3.65024758938541,3.99343108370519,-0.0997801325946019,3.39148279738094,2.98787207046925,1.96548913211197,-1.06408486708042
166,1.12522111383717,1.6591670395721,1.9281883383916,2.37581350225011,3.59895831895485,3.68197110765548,4.03426564315501,-0.047435681078285,3.44157856203041,3.06424496382477,2.08061135734103,-0.937746760307515
167,1.12691506184747,1.66241499535459,1.93538433643994,2.38734975377596,3.61577194434246,3.71172196851068,4.07236456690807,0.000942785768701626,3.48758143015344,3.13553910752287,2.18786659298859,-0.820235407911145
168,1.1284899813085,1.66533125840502,1.94205960687539,2.3981683029202,3.63144949270805,3.73950867281351,4.10777200846525,0.0453609022627346,3.52935570946872,3.20158083374639,2.28731273216089,-0.711295100710788
169,1.12994458730647,1.66791428339117,1.94820443617214,2.40822664531548,3.64591754382882,3.76533547779969,4.14052613411453,0.0858525435024941,3.56683839872868,3.26220256947164,2.378974334801,-0.610746621412422
170,1.13127769122133,1.6701630347593,1.95381017739909,2.41748241122146,3.65910138534174,3.78920082512957,4.17065508383104,0.122473609872385,3.60004084378243,3.31725281025565,2.46284995797784,-0.518475983056651
171,1.13248819747692,1.67207690905354,1.95886920478614,2.4258941107946,3.67092682360294,3.81109655550271,4.19817427704227,0.155295521664741,3.62904458531433,3.3666035383169,2.53892176226381,-0.434417504405479
172,1.13357510059958,1.67365565616733,1.96337486125188,2.43342186453913,3.68132200819573,3.83100789196607,4.2230851129163,0.18439877429503,3.65399212586913,3.41015456761731,2.60716540480974,-0.358535256178988
173,1.13453748264192,1.6748993013893,1.96732140153439,2.4400281041301,3.69021921109439,3.84891412082814,4.24537501484439,0.209866863308488,3.67507365062679,3.4478346860212,2.66755849345619,-0.290806473710396
174,1.13537451102229,1.67580807008169,1.97070393357048,2.4456782301875,3.69755650522877,3.86478985368654,4.26501867788066,0.231780831040196,3.69251093062948,3.47959981828015,2.72008635507455,-0.231209587188833
175,1.13608543682417,1.67638231676461,1.9735183606895,2.45034121511222,3.70327929252055,3.87860671944518,4.28198030244764,0.250214617811165,3.70653972323366,3.50542872473339,2.76474447808761,-0.179718271455939
176,1.13666959359202,1.67662246027457,1.97576132703178,2.45399014070177,3.70734163800992,3.89033531336104,4.29621654262589,0.265231325955909,3.71739197365064,3.52531696260733,2.80153762880206,-0.13630158860721
177,1.13712639665247,1.67652892652332,1.97743016837663,2.45660266188798,3.70970737409899,3.89994722208671,4.30767986603381,0.276880431898534,3.72527902908287,3.53926996189103,2.83047622184413,-0.100929102791015
178,1.13745534298081,1.67610210020656,1.97852287027958,2.45816138953681,3.71035094686891,3.90741694927891,4.31632201586229,0.285195917172726,3.73037692110098,3.54729610416138,2.85157096776607,-0.0735789633361149
179,1.13765601162413,1.6753422866051,1.97903803508294,2.45865418679132,3.7092579845915,3.91272358457152,4.32209728323024,0.290195239944987,3.73281457124376,3.54940064320078,2.86482706877228,-0.0542464973755269
180,1.13772806468317,1.67424968438854,1.97897485898985,2.45807437490814,3.70642557671807,3.91585208769614,4.32496533701529,0.291879038384455,3.73266554736389,3.54558117816306,2.8702392579444,-0.0429508746288442
181,1.13767124884565,1.67282437007843,1.97833311999058,2.45642084593279,3.70186225961459,3.91679409679206,4.32489341456321,0.290231447426403,3.72994375997008,3.53582519603617,2.86778878164758,-0.0397378798823076
182,1.1374853974547,1.67106629456016,1.97711317701201,2.45369808088939,3.69558771299882,3.9155482125845,4.32185774503202,0.285220919337616,3.72460325165553,3.52010995843396,2.85744304373011,-0.0446776595405841
183,1.13717043308694,1.66897529175602,1.97531598023989,2.44991607344399,3.68763217834753,3.91211975502527,4.31584415186588,0.276801461530701,3.71654200792413,3.49840474136392,2.83915812526188,-0.0578573498188295
184,1.13672637060619,1.6665510992927,1.9729430921486,2.44509016026124,3.67803561742758,3.90652003306611,4.30684785618965,0.264914235930581,3.70560950996023,3.47067517148108,2.81288384496462,-0.0793695666754294
185,1.13615332065055,1.66379339072091,1.96999671837589,2.4392407605372,3.66684663553169,3.89876520849937,4.29487257321923,0.249489495779464,3.69161756178465,3.43688916444965,2.7785705206925,-0.109298659180707
186,1.13545149350307,1.66070181857879,1.96647974721025,2.43239302848064,3.65412119992523,3.88887486858217,4.27992905415933,0.230448861480399,3.67435375668206,3.39702378349368,2.73617621404482,-0.147707241625253
187,1.13462120328957,1.65727606734097,1.96239579612644,2.42457642385004,3.63992118938076,3.87687044721897,4.26203327243909,0.207707951877587,3.65359680142067,3.35107221677578,2.68567305458114,-0.194625716760528
188,1.13366287244113,1.6535159150657,1.95774926351697,2.41582420704321,3.6243128154061,3.86277364912266,4.24120448251896,0.181179388449346,3.62913279357316,3.29905003187294,2.62705128704511,-0.250047237388237
189,1.13257703635403,1.64942130235061,1.95254538353333,2.40617286667993,3.60736495974587,3.84660503457034,4.21746339009184,0.150776176912825,3.60077145168621,3.24099990825365,2.56031997175701,-0.313929847365903
190,1.13136434817593,1.64499240703544,1.94679028177574,2.39566148910098,3.58914747580836,3.82838291380829,4.1908306637841,0.116415445601933,3.56836123783533,3.17699417182426,2.48550376724883,-0.386206480086531
191,1.13002558364442,1.64022972295328,1.9404910294594,2.3843310806986,3.56972950367198,3.80812268030058,4.16132599121526,0.0780224861916931,3.53180229802454,3.10713465138737,2.40263587464583,-0.466802209470582
192,1.12856164590251,1.63513414093239,1.93365569364351,2.37222385545248,3.54917784908336,3.78583668208022,4.12896783850459,0.0355350042213438,3.49105619084285,3.03154963250416,2.31174793753222,-0.555656820984103
193,1.12697357021521,1.6297070301911,1.92629338113721,2.35938250141193,3.52755547620598,3.76153469237174,4.09377401511849,-0.0110925512646638,3.44615149192157,2.95038798206075,2.21285836375911,-0.652749594507568
194,1.12526252851213,1.62395031824972,1.91841427379724,2.34584944107362,3.50492016168298,3.73522499691432,4.05576307931472,-0.0618847440728193,3.39718456179123,2.86381083321236,2.10596105629262,-0.758122361822623
195,1.12342983368301,1.61786656750639,1.91002965310187,2.33166610157743,3.4813233537598,3.70691606894163,4.01495654796215,-0.116841186252073,3.34431505276539,2.77198152500381,1.99101680743719,-0.871896585250783
196,1.12147694355606,1.61145904668756,1.90115191212398,2.31687221130436,3.45680927476461,3.67661875669481,3.9713818031174,-0.175933064997903,3.28775610231046,2.67505474733893,1.86794954796601,-0.994280508860639
197,1.11940546449326,1.60473179548708,1.89179455332652,2.30150513973195,3.43141429824499,3.64434886577111,3.92507552136393,-0.239100383015358,3.22775959942773,2.57316601074572,1.73664921255993,-1.12556338428857
198,1.11721715454148,1.59768968084793,1.88197217096014,2.28559929721915,3.40516662367599,3.61012998242784,3.87608739523154,-0.306250132308548,3.16459738596096,2.46642260611508,1.59698219898213,-1.26609529611507
199,1.11491392608463,1.59033844351486,1.87170041724594,2.26918561069833,3.37808626214271,3.57399635663886,3.82448387316371,-0.377255606060906,3.09853972144145,2.35489711999043,1.44880933028461,-1.41625303878487
200,1.11249784794817,1.58268473368985,1.86099595196646,2.25229109001489,3.35018533609273,3.53599564715202,3.77035161891346,-0.45195702223934,3.02983274234337,2.23862432593015,1.29200999999172,-1.57639458859244
201,1.1099711469149,1.57473613485142,1.84987637555182,2.23493849786425,3.32146868553638,3.49619132627732,3.71380038546291,-0.530163583169628,2.95867692473041,2.11760190890329,1.12650995351837,-1.74680669667227
202,1.10733620861853,1.56650117504795,1.83836014622303,2.21714613395019,3.29193476236833,3.45466455021715,3.65496501410104,-0.611657025500335,2.88520865923599,1.99179504911584,0.952309119387307,-1.92765173595333
203,1.10459557778939,1.55798932523797,1.82646648222488,2.19892774117441,3.26157678421801,3.41151532130115,3.59400630654176,-0.696196624275583,2.80948693175501,1.86114445923092,0.769505230333539,-2.11892094067608
204,1.10175195783489,1.54921098452243,1.81421525063392,2.18029253844151,3.23038410981765,3.36686280071869,3.5311105760539,-0.783525505756831,2.7314867609935,1.72557709671956,0.578308814855285,-2.32040141301898
205,1.09880820974562,1.54017745238694,1.80162684464518,2.16124538112806,3.19834378967299,3.32084467283721,3.46648776027366,-0.873378002558432,2.65110049572524,1.58501850343351,0.379045586941141,-2.53166363024564
206,1.0957673503257,1.53090088834162,1.78872205161321,2.14178704654559,3.16544223914478,3.27361551297297,3.40036806999443,-0.965487662245007,2.56814737197133,1.43940557035164,0.172143335194246,-2.7520746203638
207,1.09263254975406,1.52139425960473,1.77552191443349,2.12191463796387,3.13166697614574,3.22534416703941,3.33299724961064,-1.05959541110489,2.48239094898488,1.28869847226778,-0.0418979526382982,-2.98083950674815
208,1.08940712849055,1.5116712777192,1.76204758908987,2.10162209710549,3.09700836270614,3.17621021087957,3.26463062946897,-1.15545729466572,2.39356327013133,1.1328905368771,-0.262551950714182,-3.21707087231284
209,1.08609455354751,1.50174632521158,1.74832020135281,2.08090081162287,3.06146128877277,3.12639961595263,3.19552625045256,-1.25285118131081,2.3013939151044,0.97201488437641,-0.489324845177493,-3.45988162221028
210,1.08269843415401,1.49163437359711,1.73436070568606,2.05974030106851,3.02502673782889,3.07609980278758,3.12593742833039,-1.35158183698865,2.2056415927976,0.806146801973351,-0.721822077265801,-3.70849316825467
211,1.07922251684514,1.48135089419761,1.72018974940321,2.03812896239287,2.98771317724765,3.025494310537,3.05610519142411,-1.45148386275911,2.10612561584517,0.635401039275027,-0.959816215611305,-3.9623474267584
212,1.07567068001367,1.47091176336698,1.70582754501028,2.01605485415654,2.94953772165186,2.97475734648572,2.98625106258229,-1.55242212958957,2.00275451950198,0.459923582552123,-1.20330824119344,-4.22120901215641
213,1.07204692796564,1.46033316381057,1.69129375347957,1.99350649749603,2.91052702482942,2.92404850033552,2.9165706598046,-1.65428953449252,1.89554923832309,0.279878037237574,-1.45257448910149,-4.48524374522094
214,1.06835538452399,1.44963148373672,1.67660738093031,1.97047367148025,2.87071786476762,2.87350791207343,2.84722855640862,-1.75700211977258,1.78465861726441,0.0954275220474581,-1.70819243296961,-4.75506151750605
215,1.06460028622742,1.4388232155914,1.66178669085162,1.94694818084483,2.8301573968814,2.82325216787764,2.77835477209766,-1.86049181985472,1.67036558272275,-0.0932861183135234,-1.97104033452366,-5.03171554825055
216,1.06078597517258,1.4279248561006,1.64684913360574,1.92292457516933,2.78890306221314,2.77337116579013,2.71004316504971,-1.96469730487285,1.55308300080034,-0.286163099498069,-2.24226827956889,-5.31665552075737
217,1.05691689154862,1.41695280928017,1.63181129450626,1.89840080031468,2.74702214989761,2.72392614325604,2.64235186997706,-2.06955355752829,1.43333906563894,-0.483163169985935,-2.52324094169387,-5.61163800593767
218,1.05299756591333,1.4059232939731,1.61668886129389,1.8733787652816,2.70459102607013,2.67494899506405,2.57530578837351,-2.17498093647544,1.31175294162318,-0.684316288195316,-2.81545516757943,-5.91860288816722
219,1.04903261125876,1.39485225734144,1.60149661134398,1.84786481048479,2.66169405414134,2.62644293701472,2.50890099664954,-2.28087453949596,1.18900226774196,-0.889723458970926,-3.12043780106251,-6.23952833426308
220,1.04502671491364,1.38375529557892,1.58624841845359,1.82187006664277,2.61842224341884,2.57838449305343,2.44311080734837,-2.38709468301991,1.06578494308893,-1.09954573022264,-3.43963079134801,-6.57627875678166
221,1.04098463032723,1.37264758292568,1.57095727858329,1.79541069693367,2.5748716738536,2.53072670735261,2.37789310858851,-2.49345926534323,0.942778259871576,-1.31398085105048,-3.77427144418916,-6.9304602677361
222,1.03691116877748,1.36154380986285,1.55563535348595,1.76850801863292,2.53114175367382,2.4834034135153,2.31319852532096,-2.5997386850909,0.820598843188269,-1.53322876561439,-4.12527571462394,-7.3032967086577
223,1.03281119104317,1.35045813114789,1.54029403075228,1.74118850400162,2.48733337333793,2.43633433560657,2.2489788978746,-2.70565384974228,0.699766919325755,-1.75744863486952,-4.49313188330092,-7.69553702821801
224,1.02868959907686,1.33940412412769,1.52494399845049,1.71348366361678,2.44354702318722,2.38943075384193,2.18519556031187,-2.81087763588869,0.580678125566652,-1.98671116794992,-4.8778110606082,-8.10740202920521
225,1.02455132771221,1.32839475754061,1.50959533224491,1.68542981851636,2.39988094313338,2.3426014437266,2.1218269220874,-2.91503995723374,0.46358540499022,-2.22095056626862,-5.27869997977137,-8.53857556753324
226,1.02040133643558,1.31744237079665,1.4942575926489,1.65706777038255,2.35642937057218,2.29575859190345,2.05887490779473,-3.01773636317531,0.348592567830175,-2.45992035757366,-5.69456065181899,-8.98824214535662
227,1.01624460124875,1.30655866351238,1.47893992990631,1.62844238142825,2.31328094754992,2.24882340407232,1.99636988616674,-3.11853983858907,0.235659965259807,-2.70315697778894,-6.12352070294698,-9.45516930640977
228,1.01208610664561,1.29575469487881,1.46365119390315,1.59960207762885,2.27051734029395,2.20173114796613,1.93437381482264,-3.21701521824119,0.124621559991522,-2.94995435932668,-6.56309746184654,-9.93782909884744
229,1.00793083772299,1.28504089225978,1.44840004648599,1.57059829041394,2.22821211399675,2.15443541447728,1.8729814350566,-3.31273538774348,0.0152116391607291,-3.19935219288688,-7.01025779310989,-10.4345480680977
230,1.00378377244177,1.27442706826044,1.43319507360394,1.54148485288396,2.18642989380758,2.10691142908081,1.81231946482137,-3.40529824339528,-0.092901381207581,-3.45014003278833,-7.46151383368127,-10.9436700478394
231,0.999649874052105,1.26392244537122,1.41804489479111,1.51231736704305,2.14522583002828,2.05915830002405,1.75254385181508,-3.49434325425886,-0.200077092221753,-3.70087896270222,-7.91305173256754,-11.4637110632644
232,0.995534083693194,1.25353568718605,1.40295826766108,1.48315255845701,2.10464537227186,2.01120014585221,1.69383525638715,-3.5795664371493,-0.306664349965086,-3.94994194950521,-8.36088599773031,-11.9934818148931
233,0.991441313175772,1.24327493511422,1.38794418528757,1.45404763418681,2.06472434455333,1.96308609961892,1.63639303034609,-3.66073263563635,-0.412964684379511,-4.19557303919631,-8.80102642220385,-12.5321512748309
234,0.987376437953012,1.23314784945423,1.37301196458644,1.42505965885706,2.02548930160599,1.91488923801782,1.58042803758976,-3.73768418993494,-0.519200497969388,-4.43596397715478,-9.22963887674961,-13.0792252661356
235,0.983344290283507,1.22316165367505,1.35817132408776,1.39624496235204,1.98695813670612,1.86670452865389,1.52615472127894,-3.81034538048816,-0.62549014075989,-4.66934461487163,-9.64317739106117,-13.6344162137356
236,0.979349652588334,1.21332318075375,1.34343244978173,1.36765859095388,1.94914090334901,1.81864592628304,1.47378285640045,-3.87872239210212,-0.731831307222976,-4.89408081897198,-10.038465142932,-14.1973837630316
237,0.975397251002496,1.20363892044674,1.32880604803164,1.3393538118201,1.91204080749641,1.77084277810261,1.42350943364728,-3.94289893354146,-0.838093532010452,-5.10877105802715,-10.4127079953334,-14.7673301366483
238,0.971491749120005,1.19411506642335,1.31430338486174,1.31138167861514,1.87565532388433,1.72343571851143,1.37551109988646,-4.00302801106653,-0.944019907753818,-5.31233116201818,-10.763436358113,-15.3424401106488
239,0.967637741930787,1.18475756226122,1.29993631123969,1.2837906639398,1.83997738897093,1.67657224498018,1.32993753341151,-4.05932064958281,-1.04923753878851,-5.50405667739879,-11.0883876382749,-15.9191682358136
240,0.963839749946877,1.17557214539094,1.28571727427515,1.25662636201782,1.804996624313,1.63040216890506,1.28690606215094,-4.11203255029703,-1.15327569934197,-5.68365421772428,-11.385358757201,-16.4914062440128
241,0.960102213514796,1.16656438817904,1.27165931454038,1.22993126296998,1.77070054719037,1.5850731289892,1.24649774550834,-4.16144975446189,-1.25559020067593,-5.85123711476862,-11.6520716013552,-17.0496288893713
242,0.956429487310739,1.15773973544988,1.25777604998077,1.20374459799973,1.73707572978796,1.54072634052985,1.20875504259658,-4.20787435212028,-1.35559210793318,-6.00728576801482,-11.8860995052491,-17.5802346938213
243,0.952825835014907,1.14910353786565,1.2440816471172,1.17810225298255,1.70410887380744,1.49749273299276,1.17368108921997,-4.25161115074925,-1.45267870620408,-6.15257821508118,-12.0848967535218,-18.0654644573997
244,0.949295424161361,1.14066108070625,1.23059078044416,1.15303674634469,1.67178777362357,1.45548960171217,1.14124051098736,-4.29295602888226,-1.54626451941434,-6.28810042136264,-12.2459543177269,-18.484419439841
245,0.945842321159838,1.13241760771324,1.21731858109609,1.12857726576695,1.64010214766041,1.41481786898191,1.11136161745237,-4.33218647511505,-1.6358102527613,-6.41494781000639,-12.3670751627854,-18.8156214713026
246,0.942470486486068,1.12437833978311,1.20428057598564,1.10474975718133,1.60904432421402,1.37556001689554,1.08393975760366,-4.36955458237501,-1.72084776502122,-6.53422942237936,-12.4467271683844,-19.0410215811204
247,0.939183770037473,1.11654848841113,1.19149261871369,1.08157705875442,1.57860977422013,1.33777872083341,1.05884157366509,-4.40528255429561,-1.80099956808644,-6.64698418775061,-12.4844012705746,-19.150397757375
248,0.935985906651315,1.10893326389603,1.17897081360943,1.05907907206975,1.5487974892412,1.30151618024712,1.03590986901839,-4.43956060090031,-1.87599186335449,-6.75411580904271,-12.4808892403739,-19.1443126450069
